cty,Name,Individual_Income_for_Immigrants_rP_gP_pall
cty54049,"Marion County, WV",
cty49031,"Piute County, UT",
cty53047,"Okanogan County, WA",
cty10001,"Kent County, DE",
cty53055,"San Juan County, WA",
cty18077,"Jefferson County, IN",
cty36089,"St. Lawrence County, NY",
cty39091,"Logan County, OH",
cty49057,"Weber County, UT",
cty47165,"Sumner County, TN",
cty30007,"Broadwater County, MT",
cty41053,"Polk County, OR",
cty48127,"Dimmit County, TX",
cty54079,"Putnam County, WV",
cty48391,"Refugio County, TX",
cty48251,"Johnson County, TX",
cty13103,"Effingham County, GA",
cty47189,"Wilson County, TN",
cty19135,"Monroe County, IA",
cty26011,"Arenac County, MI",
cty26007,"Alpena County, MI",
cty46023,"Charles Mix County, SD",
cty22031,"De Soto Parish, LA",
cty54037,"Jefferson County, WV",
cty42013,"Blair County, PA",
cty50005,"Caledonia County, VT",
cty42023,"Cameron County, PA",
cty51063,"Floyd County, VA",
cty20181,"Sherman County, KS",
cty26017,"Bay County, MI",
cty20191,"Sumner County, KS",
cty28055,"Issaquena County, MS",
cty49005,"Cache County, UT",
cty47127,"Moore County, TN",
cty48059,"Callahan County, TX",
cty51157,"Rappahannock County, VA",
cty41051,"Multnomah County, OR",
cty26145,"Saginaw County, MI",
cty45013,"Beaufort County, SC",
cty42057,"Fulton County, PA",
cty32011,"Eureka County, NV",
cty42061,"Huntingdon County, PA",
cty53011,"Clark County, WA",
cty26067,"Ionia County, MI",
cty48327,"Menard County, TX",
cty51550,"Chesapeake city, VA",
cty16031,"Cassia County, ID",
cty20129,"Morton County, KS",
cty22049,"Jackson Parish, LA",
cty36047,"Kings County, NY",
cty37053,"Currituck County, NC",
cty35049,"Santa Fe County, NM",
cty06029,"Kern County, CA",
cty08093,"Park County, CO",
cty13219,"Oconee County, GA",
cty30041,"Hill County, MT",
cty06091,"Sierra County, CA",
cty22009,"Avoyelles Parish, LA",
cty49003,"Box Elder County, UT",
cty51630,"Fredericksburg city, VA",
cty29071,"Franklin County, MO",
cty26157,"Tuscola County, MI",
cty28121,"Rankin County, MS",
cty54035,"Jackson County, WV",
cty17171,"Scott County, IL",
cty26041,"Delta County, MI",
cty29211,"Sullivan County, MO",
cty51165,"Rockingham County, VA",
cty40131,"Rogers County, OK",
cty18049,"Fulton County, IN",
cty53029,"Island County, WA",
cty20173,"Sedgwick County, KS",
cty45063,"Lexington County, SC",
cty51125,"Nelson County, VA",
cty29099,"Jefferson County, MO",
cty17025,"Clay County, IL",
cty48457,"Tyler County, TX",
cty26137,"Otsego County, MI",
cty39077,"Huron County, OH",
cty18071,"Jackson County, IN",
cty26147,"St. Clair County, MI",
cty48141,"El Paso County, TX",
cty30067,"Park County, MT",
cty24001,"Allegany County, MD",
cty39083,"Knox County, OH",
cty26029,"Charlevoix County, MI",
cty37137,"Pamlico County, NC",
cty48029,"Bexar County, TX",
cty06101,"Sutter County, CA",
cty36003,"Allegany County, NY",
cty29205,"Shelby County, MO",
cty29027,"Callaway County, MO",
cty29111,"Lewis County, MO",
cty04023,"Santa Cruz County, AZ",
cty50003,"Bennington County, VT",
cty18019,"Clark County, IN",
cty40143,"Tulsa County, OK",
cty40085,"Love County, OK",
cty35025,"Lea County, NM",
cty48369,"Parmer County, TX",
cty16001,"Ada County, ID",
cty51193,"Westmoreland County, VA",
cty30077,"Powell County, MT",
cty42039,"Crawford County, PA",
cty48187,"Guadalupe County, TX",
cty01075,"Lamar County, AL",
cty17121,"Marion County, IL",
cty39005,"Ashland County, OH",
cty05039,"Dallas County, AR",
cty08029,"Delta County, CO",
cty37041,"Chowan County, NC",
cty23011,"Kennebec County, ME",
cty55013,"Burnett County, WI",
cty48419,"Shelby County, TX",
cty18015,"Carroll County, IN",
cty08077,"Mesa County, CO",
cty28161,"Yalobusha County, MS",
cty01011,"Bullock County, AL",
cty49047,"Uintah County, UT",
cty18151,"Steuben County, IN",
cty48483,"Wheeler County, TX",
cty36123,"Yates County, NY",
cty16063,"Lincoln County, ID",
cty50019,"Orleans County, VT",
cty21239,"Woodford County, KY",
cty51175,"Southampton County, VA",
cty29003,"Andrew County, MO",
cty06033,"Lake County, CA",
cty21141,"Logan County, KY",
cty21067,"Fayette County, KY",
cty18031,"Decatur County, IN",
cty21179,"Nelson County, KY",
cty53031,"Jefferson County, WA",
cty40099,"Murray County, OK",
cty48423,"Smith County, TX",
cty48471,"Walker County, TX",
cty23003,"Aroostook County, ME",
cty08115,"Sedgwick County, CO",
cty45035,"Dorchester County, SC",
cty29137,"Monroe County, MO",
cty26005,"Allegan County, MI",
cty13177,"Lee County, GA",
cty18087,"LaGrange County, IN",
cty40087,"McClain County, OK",
cty40009,"Beckham County, OK",
cty30099,"Teton County, MT",
cty41059,"Umatilla County, OR",
cty16009,"Benewah County, ID",
cty49045,"Tooele County, UT",
cty51023,"Botetourt County, VA",
cty26087,"Lapeer County, MI",
cty29227,"Worth County, MO",
cty24045,"Wicomico County, MD",
cty23007,"Franklin County, ME",
cty20133,"Neosho County, KS",
cty21073,"Franklin County, KY",
cty30071,"Phillips County, MT",
cty50017,"Orange County, VT",
cty41039,"Lane County, OR",
cty13091,"Dodge County, GA",
cty06057,"Nevada County, CA",
cty18171,"Warren County, IN",
cty26097,"Mackinac County, MI",
cty48053,"Burnet County, TX",
cty51171,"Shenandoah County, VA",
cty39139,"Richland County, OH",
cty37089,"Henderson County, NC",
cty40147,"Washington County, OK",
cty01023,"Choctaw County, AL",
cty22085,"Sabine Parish, LA",
cty37037,"Chatham County, NC",
cty53025,"Grant County, WA",
cty20187,"Stanton County, KS",
cty29007,"Audrain County, MO",
cty48031,"Blanco County, TX",
cty42053,"Forest County, PA",
cty21225,"Union County, KY",
cty41015,"Curry County, OR",
cty36045,"Jefferson County, NY",
cty37167,"Stanly County, NC",
cty29095,"Jackson County, MO",
cty17081,"Jefferson County, IL",
cty50009,"Essex County, VT",
cty39097,"Madison County, OH",
cty26025,"Calhoun County, MI",
cty18105,"Monroe County, IN",
cty46117,"Stanley County, SD",
cty51005,"Alleghany County, VA",
cty53003,"Asotin County, WA",
cty34011,"Cumberland County, NJ",
cty39089,"Licking County, OH",
cty08031,"Denver County, CO",
cty37015,"Bertie County, NC",
cty16069,"Nez Perce County, ID",
cty20019,"Chautauqua County, KS",
cty48207,"Haskell County, TX",
cty21145,"McCracken County, KY",
cty53071,"Walla Walla County, WA",
cty06011,"Colusa County, CA",
cty20035,"Cowley County, KS",
cty40119,"Payne County, OK",
cty39155,"Trumbull County, OH",
cty13153,"Houston County, GA",
cty20049,"Elk County, KS",
cty49013,"Duchesne County, UT",
cty16055,"Kootenai County, ID",
cty16059,"Lemhi County, ID",
cty37127,"Nash County, NC",
cty21039,"Carlisle County, KY",
cty22061,"Lincoln Parish, LA",
cty18005,"Bartholomew County, IN",
cty22053,"Jefferson Davis Parish, LA",
cty42121,"Venango County, PA",
cty54077,"Preston County, WV",
cty12073,"Leon County, FL",
cty40137,"Stephens County, OK",
cty32013,"Humboldt County, NV",
cty17061,"Greene County, IL",
cty08085,"Montrose County, CO",
cty17191,"Wayne County, IL",
cty37001,"Alamance County, NC",
cty51073,"Gloucester County, VA",
cty39167,"Washington County, OH",
cty18045,"Fountain County, IN",
cty48323,"Maverick County, TX",
cty37067,"Forsyth County, NC",
cty05011,"Bradley County, AR",
cty41007,"Clatsop County, OR",
cty48257,"Kaufman County, TX",
cty48181,"Grayson County, TX",
cty48283,"La Salle County, TX",
cty20093,"Kearny County, KS",
cty01081,"Lee County, AL",
cty20011,"Bourbon County, KS",
cty05007,"Benton County, AR",
cty54027,"Hampshire County, WV",
cty54097,"Upshur County, WV",
cty06071,"San Bernardino County, CA",
cty06065,"Riverside County, CA",
cty48223,"Hopkins County, TX",
cty28073,"Lamar County, MS",
cty06025,"Imperial County, CA",
cty17169,"Schuyler County, IL",
cty30081,"Ravalli County, MT",
cty39101,"Marion County, OH",
cty51109,"Louisa County, VA",
cty53077,"Yakima County, WA",
cty42009,"Bedford County, PA",
cty18111,"Newton County, IN",
cty26075,"Jackson County, MI",
cty39113,"Montgomery County, OH",
cty18017,"Cass County, IN",
cty30053,"Lincoln County, MT",
cty48379,"Rains County, TX",
cty21157,"Marshall County, KY",
cty06093,"Siskiyou County, CA",
cty48309,"McLennan County, TX",
cty26015,"Barry County, MI",
cty10005,"Sussex County, DE",
cty20107,"Linn County, KS",
cty37081,"Guilford County, NC",
cty22001,"Acadia Parish, LA",
cty39059,"Guernsey County, OH",
cty41071,"Yamhill County, OR",
cty18107,"Montgomery County, IN",
cty16045,"Gem County, ID",
cty22101,"St. Mary Parish, LA",
cty20025,"Clark County, KS",
cty06099,"Stanislaus County, CA",
cty48297,"Live Oak County, TX",
cty36017,"Chenango County, NY",
cty41001,"Baker County, OR",
cty16017,"Bonner County, ID",
cty26023,"Branch County, MI",
cty18069,"Huntington County, IN",
cty48487,"Wilbarger County, TX",
cty47055,"Giles County, TN",
cty16019,"Bonneville County, ID",
cty37129,"New Hanover County, NC",
cty08071,"Las Animas County, CO",
cty18021,"Clay County, IN",
cty21029,"Bullitt County, KY",
cty48183,"Gregg County, TX",
cty23015,"Lincoln County, ME",
cty47119,"Maury County, TN",
cty29201,"Scott County, MO",
cty42101,"Philadelphia County, PA",
cty17039,"De Witt County, IL",
cty29025,"Caldwell County, MO",
cty48049,"Brown County, TX",
cty01129,"Washington County, AL",
cty42087,"Mifflin County, PA",
cty16021,"Boundary County, ID",
cty55113,"Sawyer County, WI",
cty13247,"Rockdale County, GA",
cty20003,"Anderson County, KS",
cty48291,"Liberty County, TX",
cty13145,"Harris County, GA",
cty26047,"Emmet County, MI",
cty17083,"Jersey County, IL",
cty48421,"Sherman County, TX",
cty18133,"Putnam County, IN",
cty12067,"Lafayette County, FL",
cty49049,"Utah County, UT",
cty48467,"Van Zandt County, TX",
cty53041,"Lewis County, WA",
cty37105,"Lee County, NC",
cty54033,"Harrison County, WV",
cty31183,"Wheeler County, NE",
cty40033,"Cotton County, OK",
cty30097,"Sweet Grass County, MT",
cty54091,"Taylor County, WV",
cty37025,"Cabarrus County, NC",
cty51015,"Augusta County, VA",
cty05053,"Grant County, AR",
cty04019,"Pima County, AZ",
cty17183,"Vermilion County, IL",
cty01003,"Baldwin County, AL",
cty28105,"Oktibbeha County, MS",
cty47023,"Chester County, TN",
cty51187,"Warren County, VA",
cty21115,"Johnson County, KY",
cty40109,"Oklahoma County, OK",
cty22113,"Vermilion Parish, LA",
cty48087,"Collingsworth County, TX",
cty08105,"Rio Grande County, CO",
cty48485,"Wichita County, TX",
cty48217,"Hill County, TX",
cty37063,"Durham County, NC",
cty16041,"Franklin County, ID",
cty48249,"Jim Wells County, TX",
cty17005,"Bond County, IL",
cty12001,"Alachua County, FL",
cty51067,"Franklin County, VA",
cty48507,"Zavala County, TX",
cty49027,"Millard County, UT",
cty13169,"Jones County, GA",
cty16005,"Bannock County, ID",
cty26027,"Cass County, MI",
cty48021,"Bastrop County, TX",
cty18165,"Vermillion County, IN",
cty37029,"Camden County, NC",
cty40145,"Wagoner County, OK",
cty48303,"Lubbock County, TX",
cty06023,"Humboldt County, CA",
cty18115,"Ohio County, IN",
cty35005,"Chaves County, NM",
cty40055,"Greer County, OK",
cty29001,"Adair County, MO",
cty17029,"Coles County, IL",
cty05081,"Little River County, AR",
cty17051,"Fayette County, IL",
cty53039,"Klickitat County, WA",
cty29117,"Livingston County, MO",
cty39029,"Columbiana County, OH",
cty54039,"Kanawha County, WV",
cty13101,"Echols County, GA",
cty51141,"Patrick County, VA",
cty40065,"Jackson County, OK",
cty51680,"Lynchburg city, VA",
cty45091,"York County, SC",
cty12057,"Hillsborough County, FL",
cty04025,"Yavapai County, AZ",
cty12071,"Lee County, FL",
cty48459,"Upshur County, TX",
cty29103,"Knox County, MO",
cty26021,"Berrien County, MI",
cty47159,"Smith County, TN",
cty48305,"Lynn County, TX",
cty36005,"Bronx County, NY",
cty40037,"Creek County, OK",
cty22091,"St. Helena Parish, LA",
cty26153,"Schoolcraft County, MI",
cty39135,"Preble County, OH",
cty26119,"Montmorency County, MI",
cty41057,"Tillamook County, OR",
cty13151,"Henry County, GA",
cty20127,"Morris County, KS",
cty45071,"Newberry County, SC",
cty48117,"Deaf Smith County, TX",
cty17181,"Union County, IL",
cty22015,"Bossier Parish, LA",
cty21211,"Shelby County, KY",
cty16049,"Idaho County, ID",
cty36033,"Franklin County, NY",
cty29219,"Warren County, MO",
cty01073,"Jefferson County, AL",
cty13059,"Clarke County, GA",
cty18027,"Daviess County, IN",
cty30029,"Flathead County, MT",
cty37177,"Tyrrell County, NC",
cty11001,"District of Columbia, DC",
cty48145,"Falls County, TX",
cty26033,"Chippewa County, MI",
cty48281,"Lampasas County, TX",
cty40019,"Carter County, OK",
cty47021,"Cheatham County, TN",
cty40141,"Tillman County, OK",
cty20125,"Montgomery County, KS",
cty48395,"Robertson County, TX",
cty16053,"Jerome County, ID",
cty21041,"Carroll County, KY",
cty08109,"Saguache County, CO",
cty45003,"Aiken County, SC",
cty26059,"Hillsdale County, MI",
cty29121,"Macon County, MO",
cty40095,"Marshall County, OK",
cty21077,"Gallatin County, KY",
cty29127,"Marion County, MO",
cty21233,"Webster County, KY",
cty53009,"Clallam County, WA",
cty49007,"Carbon County, UT",
cty08023,"Costilla County, CO",
cty16083,"Twin Falls County, ID",
cty21089,"Greenup County, KY",
cty29053,"Cooper County, MO",
cty26143,"Roscommon County, MI",
cty19185,"Wayne County, IA",
cty06039,"Madera County, CA",
cty13139,"Hall County, GA",
cty06007,"Butte County, CA",
cty51800,"Suffolk city, VA",
cty06047,"Merced County, CA",
cty40057,"Harmon County, OK",
cty28037,"Franklin County, MS",
cty51097,"King and Queen County, VA",
cty35001,"Bernalillo County, NM",
cty01089,"Madison County, AL",
cty16077,"Power County, ID",
cty31007,"Banner County, NE",
cty54085,"Ritchie County, WV",
cty51081,"Greensville County, VA",
cty26105,"Mason County, MI",
cty26083,"Keweenaw County, MI",
cty21155,"Marion County, KY",
cty48189,"Hale County, TX",
cty05139,"Union County, AR",
cty45045,"Greenville County, SC",
cty18061,"Harrison County, IN",
cty29101,"Johnson County, MO",
cty40081,"Lincoln County, OK",
cty26101,"Manistee County, MI",
cty37147,"Pitt County, NC",
cty48027,"Bell County, TX",
cty04005,"Coconino County, AZ",
cty22027,"Claiborne Parish, LA",
cty53065,"Stevens County, WA",
cty26149,"St. Joseph County, MI",
cty23019,"Penobscot County, ME",
cty13221,"Oglethorpe County, GA",
cty18109,"Morgan County, IN",
cty48441,"Taylor County, TX",
cty51197,"Wythe County, VA",
cty51183,"Sussex County, VA",
cty28033,"DeSoto County, MS",
cty47149,"Rutherford County, TN",
cty21105,"Hickman County, KY",
cty08021,"Conejos County, CO",
cty05143,"Washington County, AR",
cty49039,"Sanpete County, UT",
cty51540,"Charlottesville city, VA",
cty21215,"Spencer County, KY",
cty17033,"Crawford County, IL",
cty55001,"Adams County, WI",
cty17199,"Williamson County, IL",
cty49015,"Emery County, UT",
cty18023,"Clinton County, IN",
cty18153,"Sullivan County, IN",
cty26163,"Wayne County, MI",
cty22107,"Tensas Parish, LA",
cty48055,"Caldwell County, TX",
cty46031,"Corson County, SD",
cty18103,"Miami County, IN",
cty54003,"Berkeley County, WV",
cty51065,"Fluvanna County, VA",
cty24019,"Dorchester County, MD",
cty51650,"Hampton city, VA",
cty29139,"Montgomery County, MO",
cty48079,"Cochran County, TX",
cty12103,"Pinellas County, FL",
cty01031,"Coffee County, AL",
cty48083,"Coleman County, TX",
cty48399,"Runnels County, TX",
cty13281,"Towns County, GA",
cty54011,"Cabell County, WV",
cty48075,"Childress County, TX",
cty37139,"Pasquotank County, NC",
cty48353,"Nolan County, TX",
cty16047,"Gooding County, ID",
cty28045,"Hancock County, MS",
cty21227,"Warren County, KY",
cty13249,"Schley County, GA",
cty48463,"Uvalde County, TX",
cty26121,"Muskegon County, MI",
cty29073,"Gasconade County, MO",
cty29159,"Pettis County, MO",
cty13207,"Monroe County, GA",
cty39007,"Ashtabula County, OH",
cty22003,"Allen Parish, LA",
cty51700,"Newport News city, VA",
cty20037,"Crawford County, KS",
cty53015,"Cowlitz County, WA",
cty40011,"Blaine County, OK",
cty18167,"Vigo County, IN",
cty13029,"Bryan County, GA",
cty37035,"Catawba County, NC",
cty29083,"Henry County, MO",
cty26129,"Ogemaw County, MI",
cty12086,"Miami-Dade County, FL",
cty30051,"Liberty County, MT",
cty29021,"Buchanan County, MO",
cty23025,"Somerset County, ME",
cty06019,"Fresno County, CA",
cty51071,"Giles County, VA",
cty30047,"Lake County, MT",
cty05045,"Faulkner County, AR",
cty21149,"McLean County, KY",
cty39021,"Champaign County, OH",
cty12087,"Monroe County, FL",
cty47031,"Coffee County, TN",
cty39119,"Muskingum County, OH",
cty53013,"Columbia County, WA",
cty40123,"Pontotoc County, OK",
cty37099,"Jackson County, NC",
cty04027,"Yuma County, AZ",
cty21033,"Caldwell County, KY",
cty16081,"Teton County, ID",
cty28015,"Carroll County, MS",
cty18097,"Marion County, IN",
cty13001,"Appling County, GA",
cty06031,"Kings County, CA",
cty48197,"Hardeman County, TX",
cty39117,"Morrow County, OH",
cty16051,"Jefferson County, ID",
cty48231,"Hunt County, TX",
cty51025,"Brunswick County, VA",
cty42123,"Warren County, PA",
cty49019,"Grand County, UT",
cty36097,"Schuyler County, NY",
cty47037,"Davidson County, TN",
cty06107,"Tulare County, CA",
cty40025,"Cimarron County, OK",
cty06021,"Glenn County, CA",
cty16011,"Bingham County, ID",
cty22099,"St. Martin Parish, LA",
cty37189,"Watauga County, NC",
cty06089,"Shasta County, CA",
cty16073,"Owyhee County, ID",
cty26133,"Osceola County, MI",
cty45009,"Bamberg County, SC",
cty16003,"Adams County, ID",
cty51155,"Pulaski County, VA",
cty47085,"Humphreys County, TN",
cty23009,"Hancock County, ME",
cty05027,"Columbia County, AR",
cty13313,"Whitfield County, GA",
cty01125,"Tuscaloosa County, AL",
cty22123,"West Carroll Parish, LA",
cty48489,"Willacy County, TX",
cty54107,"Wood County, WV",
cty29171,"Putnam County, MO",
cty48455,"Trinity County, TX",
cty08101,"Pueblo County, CO",
cty51047,"Culpeper County, VA",
cty48131,"Duval County, TX",
cty54099,"Wayne County, WV",
cty29161,"Phelps County, MO",
cty18169,"Wabash County, IN",
cty54081,"Raleigh County, WV",
cty45019,"Charleston County, SC",
cty37031,"Carteret County, NC",
cty39023,"Clark County, OH",
cty37125,"Moore County, NC",
cty47113,"Madison County, TN",
cty29081,"Harrison County, MO",
cty01041,"Crenshaw County, AL",
cty37197,"Yadkin County, NC",
cty49041,"Sevier County, UT",
cty05001,"Arkansas County, AR",
cty48147,"Fannin County, TX",
cty48247,"Jim Hogg County, TX",
cty26107,"Mecosta County, MI",
cty18067,"Howard County, IN",
cty16039,"Elmore County, ID",
cty18055,"Greene County, IN",
cty21229,"Washington County, KY",
cty22021,"Caldwell Parish, LA",
cty32003,"Clark County, NV",
cty51790,"Staunton city, VA",
cty48451,"Tom Green County, TX",
cty23017,"Oxford County, ME",
cty30039,"Granite County, MT",
cty39019,"Carroll County, OH",
cty30087,"Rosebud County, MT",
cty21093,"Hardin County, KY",
cty21021,"Boyle County, KY",
cty13235,"Pulaski County, GA",
cty28069,"Kemper County, MS",
cty40105,"Nowata County, OK",
cty48427,"Starr County, TX",
cty17193,"White County, IL",
cty48237,"Jack County, TX",
cty48119,"Delta County, TX",
cty51115,"Mathews County, VA",
cty49023,"Juab County, UT",
cty37097,"Iredell County, NC",
cty29089,"Howard County, MO",
cty26049,"Genesee County, MI",
cty37073,"Gates County, NC",
cty48203,"Harrison County, TX",
cty22011,"Beauregard Parish, LA",
cty28005,"Amite County, MS",
cty04007,"Gila County, AZ",
cty48293,"Limestone County, TX",
cty24011,"Caroline County, MD",
cty18093,"Lawrence County, IN",
cty06045,"Mendocino County, CA",
cty21047,"Christian County, KY",
cty01083,"Limestone County, AL",
cty47065,"Hamilton County, TN",
cty48319,"Mason County, TX",
cty16067,"Minidoka County, ID",
cty13231,"Pike County, GA",
cty08099,"Prowers County, CO",
cty51001,"Accomack County, VA",
cty22079,"Rapides Parish, LA",
cty26095,"Luce County, MI",
cty48037,"Bowie County, TX",
cty28059,"Jackson County, MS",
cty48429,"Stephens County, TX",
cty24039,"Somerset County, MD",
cty18009,"Blackford County, IN",
cty28163,"Yazoo County, MS",
cty12015,"Charlotte County, FL",
cty48349,"Navarro County, TX",
cty47015,"Cannon County, TN",
cty21055,"Crittenden County, KY",
cty54041,"Lewis County, WV",
cty26165,"Wexford County, MI",
cty30005,"Blaine County, MT",
cty48437,"Swisher County, TX",
cty40031,"Comanche County, OK",
cty21177,"Muhlenberg County, KY",
cty01099,"Monroe County, AL",
cty05133,"Sevier County, AR",
cty16023,"Butte County, ID",
cty13167,"Johnson County, GA",
cty26013,"Baraga County, MI",
cty21083,"Graves County, KY",
cty49037,"San Juan County, UT",
cty18121,"Parke County, IN",
cty39075,"Holmes County, OH",
cty26009,"Antrim County, MI",
cty12095,"Orange County, FL",
cty41011,"Coos County, OR",
cty22105,"Tangipahoa Parish, LA",
cty29079,"Grundy County, MO",
cty45083,"Spartanburg County, SC",
cty16079,"Shoshone County, ID",
cty39027,"Clinton County, OH",
cty51033,"Caroline County, VA",
cty37087,"Haywood County, NC",
cty12081,"Manatee County, FL",
cty17069,"Hardin County, IL",
cty05087,"Madison County, AR",
cty12019,"Clay County, FL",
cty05041,"Desha County, AR",
cty40063,"Hughes County, OK",
cty13077,"Coweta County, GA",
cty35007,"Colfax County, NM",
cty05029,"Conway County, AR",
cty01115,"St. Clair County, AL",
cty05025,"Cleveland County, AR",
cty47043,"Dickson County, TN",
cty26159,"Van Buren County, MI",
cty16087,"Washington County, ID",
cty01025,"Clarke County, AL",
cty49021,"Iron County, UT",
cty06043,"Mariposa County, CA",
cty45001,"Abbeville County, SC",
cty35045,"San Juan County, NM",
cty17127,"Massac County, IL",
cty48449,"Titus County, TX",
cty37101,"Johnston County, NC",
cty40113,"Osage County, OK",
cty37199,"Yancey County, NC",
cty48159,"Franklin County, TX",
cty29115,"Linn County, MO",
cty39129,"Pickaway County, OH",
cty22119,"Webster Parish, LA",
cty22127,"Winn Parish, LA",
cty18177,"Wayne County, IN",
cty40107,"Okfuskee County, OK",
cty21163,"Meade County, KY",
cty53051,"Pend Oreille County, WA",
cty23013,"Knox County, ME",
cty12009,"Brevard County, FL",
cty21221,"Trigg County, KY",
cty41019,"Douglas County, OR",
cty12105,"Polk County, FL",
cty13225,"Peach County, GA",
cty17165,"Saline County, IL",
cty37175,"Transylvania County, NC",
cty37191,"Wayne County, NC",
cty40125,"Pottawatomie County, OK",
cty12035,"Flagler County, FL",
cty13089,"DeKalb County, GA",
cty37021,"Buncombe County, NC",
cty48299,"Llano County, TX",
cty54071,"Pendleton County, WV",
cty51027,"Buchanan County, VA",
cty23021,"Piscataquis County, ME",
cty26113,"Missaukee County, MI",
cty48499,"Wood County, TX",
cty18075,"Jay County, IN",
cty18101,"Martin County, IN",
cty18065,"Henry County, IN",
cty48387,"Red River County, TX",
cty26127,"Oceana County, MI",
cty12091,"Okaloosa County, FL",
cty26051,"Gladwin County, MI",
cty01029,"Cleburne County, AL",
cty22025,"Catahoula Parish, LA",
cty13137,"Habersham County, GA",
cty35027,"Lincoln County, NM",
cty13035,"Butts County, GA",
cty29145,"Newton County, MO",
cty45079,"Richland County, SC",
cty12089,"Nassau County, FL",
cty37013,"Beaufort County, NC",
cty48069,"Castro County, TX",
cty48073,"Cherokee County, TX",
cty54105,"Wirt County, WV",
cty35039,"Rio Arriba County, NM",
cty18095,"Madison County, IN",
cty47103,"Lincoln County, TN",
cty51147,"Prince Edward County, VA",
cty08025,"Crowley County, CO",
cty48005,"Angelina County, TX",
cty51135,"Nottoway County, VA",
cty29077,"Greene County, MO",
cty41031,"Jefferson County, OR",
cty04009,"Graham County, AZ",
cty39115,"Morgan County, OH",
cty32019,"Lyon County, NV",
cty39031,"Coshocton County, OH",
cty48359,"Oldham County, TX",
cty05043,"Drew County, AR",
cty01001,"Autauga County, AL",
cty26123,"Newaygo County, MI",
cty22081,"Red River Parish, LA",
cty13307,"Webster County, GA",
cty41043,"Linn County, OR",
cty28131,"Stone County, MS",
cty21143,"Lyon County, KY",
cty37145,"Person County, NC",
cty40049,"Garvin County, OK",
cty18135,"Randolph County, IN",
cty12129,"Wakulla County, FL",
cty28091,"Marion County, MS",
cty13051,"Chatham County, GA",
cty01033,"Colbert County, AL",
cty48019,"Bandera County, TX",
cty41029,"Jackson County, OR",
cty28081,"Lee County, MS",
cty13097,"Douglas County, GA",
cty05055,"Greene County, AR",
cty01077,"Lauderdale County, AL",
cty54083,"Randolph County, WV",
cty05125,"Saline County, AR",
cty21171,"Monroe County, KY",
cty48001,"Anderson County, TX",
cty35013,"Do±íáüna County, NM",
cty45047,"Greenwood County, SC",
cty26117,"Montcalm County, MI",
cty21201,"Robertson County, KY",
cty20209,"Wyandotte County, KS",
cty20001,"Allen County, KS",
cty26019,"Benzie County, MI",
cty28109,"Pearl River County, MS",
cty21031,"Butler County, KY",
cty54001,"Barbour County, WV",
cty22069,"Natchitoches Parish, LA",
cty47001,"Anderson County, TN",
cty37195,"Wilson County, NC",
cty45055,"Kershaw County, SC",
cty48343,"Morris County, TX",
cty37049,"Craven County, NC",
cty48133,"Eastland County, TX",
cty13039,"Camden County, GA",
cty41013,"Crook County, OR",
cty28149,"Warren County, MS",
cty22017,"Caddo Parish, LA",
cty53027,"Grays Harbor County, WA",
cty12113,"Santa Rosa County, FL",
cty21107,"Hopkins County, KY",
cty18035,"Delaware County, IN",
cty06105,"Trinity County, CA",
cty29013,"Bates County, MO",
cty12061,"Indian River County, FL",
cty13009,"Baldwin County, GA",
cty01053,"Escambia County, AL",
cty51191,"Washington County, VA",
cty37069,"Franklin County, NC",
cty29043,"Christian County, MO",
cty05119,"Pulaski County, AR",
cty37171,"Surry County, NC",
cty30035,"Glacier County, MT",
cty21035,"Calloway County, KY",
cty48363,"Palo Pinto County, TX",
cty51163,"Rockbridge County, VA",
cty47093,"Knox County, TN",
cty45015,"Berkeley County, SC",
cty47157,"Shelby County, TN",
cty54019,"Fayette County, WV",
cty51089,"Henry County, VA",
cty29163,"Pike County, MO",
cty22013,"Bienville Parish, LA",
cty28125,"Sharkey County, MS",
cty29195,"Saline County, MO",
cty38005,"Benson County, ND",
cty40117,"Pawnee County, OK",
cty35041,"Roosevelt County, NM",
cty41045,"Malheur County, OR",
cty01047,"Dallas County, AL",
cty28039,"George County, MS",
cty47147,"Robertson County, TN",
cty37109,"Lincoln County, NC",
cty32021,"Mineral County, NV",
cty39141,"Ross County, OH",
cty35043,"Sandoval County, NM",
cty48063,"Camp County, TX",
cty19053,"Decatur County, IA",
cty12097,"Osceola County, FL",
cty13297,"Walton County, GA",
cty54109,"Wyoming County, WV",
cty51181,"Surry County, VA",
cty26001,"Alcona County, MI",
cty01007,"Bibb County, AL",
cty48347,"Nacogdoches County, TX",
cty16071,"Oneida County, ID",
cty28019,"Choctaw County, MS",
cty01101,"Montgomery County, AL",
cty26069,"Iosco County, MI",
cty13277,"Tift County, GA",
cty22115,"Vernon Parish, LA",
cty13223,"Paulding County, GA",
cty40035,"Craig County, OK",
cty54057,"Mineral County, WV",
cty29131,"Miller County, MO",
cty28095,"Monroe County, MS",
cty13263,"Talbot County, GA",
cty41041,"Lincoln County, OR",
cty21103,"Henry County, KY",
cty47009,"Blount County, TN",
cty21023,"Bracken County, KY",
cty17055,"Franklin County, IL",
cty37159,"Rowan County, NC",
cty18053,"Grant County, IN",
cty28137,"Tate County, MS",
cty28101,"Newton County, MS",
cty48099,"Coryell County, TX",
